"rank","finalWorth","category","personName","age","country","city","source","industries","countryOfCitizenship","organization","selfMade","status","gender","birthDate","lastName","firstName","title","date","state","residenceStateRegion","birthYear","birthMonth","birthDay","cpi_country","cpi_change_country","gdp_country","gross_tertiary_education_enrollment","gross_primary_education_enrollment_country","life_expectancy_country","tax_revenue_country_country","total_tax_rate_country","population_country","latitude_country","longitude_country"
567,4800,"Manufacturing","H. Fisk Johnson",64,"United States","Racine","Cleaning products","Manufacturing","United States",NA,FALSE,"U","M","5/19/1958 0:00","Johnson","H. Fisk",NA,"4/4/2023 5:01","Wisconsin","Midwest",1958,5,19,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1027,2900,"Fashion & Retail","Zhang Wenzhong",61,"China","Beijing","Supermarkets","Fashion & Retail","China",NA,TRUE,"D","M","1/1/1962 0:00","Zhang","Wenzhong",NA,"4/4/2023 5:01",NA,NA,1962,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,"Diversified","Katharina Andresen",27,"Norway","Oslo","Investments","Diversified","Norway",NA,FALSE,"U","F","5/21/1995 0:00","Andresen","Katharina",NA,"4/4/2023 5:01",NA,NA,1995,5,21,120.27,2.2,"$403,336,363,636",82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
905,3200,"Manufacturing","Li Liangbin",55,"China","Xinyu","Lithium","Manufacturing","China",NA,TRUE,"D","M","9/1/1967 0:00","Li","Liangbin",NA,"4/4/2023 5:01",NA,NA,1967,9,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2133,1300,"Finance & Investments","Roman Avdeev",55,"Russia","Moscow","Banking, development","Finance & Investments","Russia",NA,TRUE,"R","M","7/17/1967 0:00","Avdeev","Roman",NA,"4/4/2023 5:01",NA,NA,1967,7,17,180.75,4.5,"$1,699,876,578,871",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
1575,1900,"Food & Beverage","Sarah MacMillan",69,"United States","Los Angeles","Cargill","Food & Beverage","United States",NA,FALSE,"D","F","1/1/1954 0:00","MacMillan","Sarah",NA,"4/4/2023 5:01","California","West",1954,1,1,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1647,1800,"Automotive","Yintai Jiang & family",72,"China","Shanghai","Auto parts","Automotive","China",NA,TRUE,"U","M","7/30/1950 0:00","Jiang","Yintai",NA,"4/4/2023 5:01",NA,NA,1950,7,30,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
818,3500,"Manufacturing","Wim van der Leegte & family",75,"Netherlands","Eindhoven","Manufacturing","Manufacturing","Netherlands",NA,FALSE,"U","M","8/23/1947 0:00","van der Leegte","Wim",NA,"4/4/2023 5:01",NA,NA,1947,8,23,115.91,2.6,"$909,070,395,161",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266
567,4800,"Technology","Thai Lee",64,"United States","Austin","IT provider","Technology","United States",NA,TRUE,"U","F","11/27/1958 0:00","Lee","Thai",NA,"4/4/2023 5:01","Texas","South",1958,11,27,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
552,4900,"Healthcare","Rudolf Maag",77,"Switzerland","Binningen","Medical devices","Healthcare","Switzerland",NA,TRUE,"D","M","1/31/1946 0:00","Maag","Rudolf",NA,"4/4/2023 5:01",NA,NA,1946,1,31,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1104,2700,"Real Estate","Geoffrey Kwok",37,"Hong Kong","Hong Kong","Real estate","Real Estate","Hong Kong",NA,FALSE,"D","M","5/1/1985 0:00","Kwok","Geoffrey",NA,"4/4/2023 5:01",NA,NA,1985,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,2400,"Fashion & Retail","Abilio dos Santos Diniz",86,"Brazil","Sao Paulo","Retail","Fashion & Retail","Brazil",NA,FALSE,"D","M","12/28/1936 0:00","Diniz","Abilio dos Santos",NA,"4/4/2023 5:01",NA,NA,1936,12,28,167.4,3.7,"$1,839,758,040,766",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
2020,1400,"Manufacturing","Deepak Mehta",66,"India","Vadodara","Chemicals","Manufacturing","India",NA,FALSE,"D","M","12/12/1956 0:00","Mehta","Deepak",NA,"4/4/2023 5:01",NA,NA,1956,12,12,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1368,2200,"Finance & Investments","Oren Zeev",58,"United States","Los Altos","Investments","Finance & Investments","Israel",NA,TRUE,"D","M","9/23/1964 0:00","Zeev","Oren",NA,"4/4/2023 5:01","California","West",1964,9,23,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2259,1200,"Automotive","Konstantin Sixt",40,"Germany","Munich","Car rentals","Automotive","Germany",NA,FALSE,"D","M","12/2/1982 0:00","Sixt","Konstantin",NA,"4/4/2023 5:01",NA,NA,1982,12,2,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2133,1300,"Technology","Laurent Junique",57,"Singapore","Singapore","Call centers","Technology","France",NA,TRUE,"U","M","12/1/1965 0:00","Junique","Laurent",NA,"4/4/2023 5:01",NA,NA,1965,12,1,114.41,0.6,"$372,062,527,489",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
1164,2600,"Finance & Investments","James Packer",55,"United States","Los Angeles","Investments","Finance & Investments","Australia",NA,FALSE,"D","M","9/8/1967 0:00","Packer","James",NA,"4/4/2023 5:01","California","West",1967,9,8,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,"Manufacturing","Carmen Thyssen",79,"Andorra",NA,"Investments, art","Manufacturing","Spain",NA,FALSE,"U","F","4/23/1943 0:00","Thyssen","Carmen",NA,"4/4/2023 5:01",NA,NA,1943,4,23,NA,NA,"$3,154,057,987",NA,106.4,NA,NA,NA,77142,42.506285,1.521801
611,4500,"Finance & Investments","David Velez & family",41,"Brazil","Sao Paulo","Fintech","Finance & Investments","Colombia",NA,TRUE,"D","M","10/2/1981 0:00","Velez","David",NA,"4/4/2023 5:01",NA,NA,1981,10,2,167.4,3.7,"$1,839,758,040,766",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1725,1700,"Manufacturing","Meng Qingshan & family",74,"China","Langfang","Chemicals","Manufacturing","China",NA,TRUE,"U","M","11/17/1948 0:00","Meng","Qingshan",NA,"4/4/2023 5:01",NA,NA,1948,11,17,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
23,50100,"Technology","Michael Dell",58,"United States","Austin","Dell Technologies","Technology","United States","Dell Inc.",TRUE,"D","M","2/23/1965 0:00","Dell","Michael","Chairman and CEO","4/4/2023 5:01","Texas","South",1965,2,23,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2259,1200,"Finance & Investments","Eugene Wu",77,"Taiwan","Taipei","Finance","Finance & Investments","Taiwan",NA,FALSE,"D","M","5/3/1945 0:00","Wu","Eugene",NA,"4/4/2023 5:01",NA,NA,1945,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,1500,"Manufacturing","Li Jiaquan",59,"China","Chengdu","Chemicals","Manufacturing","China",NA,TRUE,"D","M","9/6/1963 0:00","Li","Jiaquan",NA,"4/4/2023 5:01",NA,NA,1963,9,6,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,"Technology","Daniel Ek",40,"Sweden","Stockholm","Spotify","Technology","Sweden","Spotify",TRUE,"D","M","2/21/1983 0:00","Ek","Daniel","CEO","4/4/2023 5:01",NA,NA,1983,2,21,110.51,1.8,"$530,832,908,738",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
2020,1400,"Technology","Chen Wenyuan & family",55,"China","Suzhou","Testing equipment","Technology","China",NA,TRUE,"E","M","1/1/1968 0:00","Chen","Wenyuan",NA,"4/4/2023 5:01",NA,NA,1968,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1312,2300,"Food & Beverage","Richard Sands",72,"United States","Delray Beach","Liquor","Food & Beverage","United States",NA,FALSE,"Split Family Fortune","M","3/3/1951 0:00","Sands","Richard",NA,"4/4/2023 5:01","Florida","South",1951,3,3,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
949,3100,"Manufacturing","Vladimir Litvinenko & family",67,"Russia","Saint Petersburg","Chemical industry","Manufacturing","Russia",NA,TRUE,"R","M","8/14/1955 0:00","Litvinenko","Vladimir",NA,"4/4/2023 5:01",NA,NA,1955,8,14,180.75,4.5,"$1,699,876,578,871",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
365,6700,"Finance & Investments","George Soros",92,"United States","Katonah","Hedge funds","Finance & Investments","United States","Soros Fund Management LLC",TRUE,"D","M","8/12/1930 0:00","Soros","George","Founder","4/4/2023 5:01","New York","Northeast",1930,8,12,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
184,9800,"Fashion & Retail","Nicolas Puech",80,"Switzerland","Martigny","Hermes","Fashion & Retail","France",NA,FALSE,"U","M","1/29/1943 0:00","Puech","Nicolas",NA,"4/4/2023 5:01",NA,NA,1943,1,29,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1368,2200,"Manufacturing","Tang Jinkui & family",67,"China","Suzhou","Textiles, petrochemicals","Manufacturing","China",NA,TRUE,"D","M","9/19/1955 0:00","Tang","Jinkui",NA,"4/4/2023 5:01",NA,NA,1955,9,19,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
699,4000,"Manufacturing","Paul Lee",65,"China","Yuxi","Battery separators","Manufacturing","United States",NA,TRUE,"D","M","1/1/1958 0:00","Lee","Paul",NA,"4/4/2023 5:01",NA,NA,1958,1,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
659,4200,"Technology","Min Kao & family",74,"United States","Leawood","Navigation equipment","Technology","United States",NA,TRUE,"D","M","1/10/1949 0:00","Kao","Min",NA,"4/4/2023 5:01","Kansas","Midwest",1949,1,10,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
721,3900,"Diversified","Fernando Roberto Moreira Salles",76,"Brazil","Sao Paulo","Banking, minerals","Diversified","Brazil",NA,FALSE,"U","M","5/29/1946 0:00","Moreira Salles","Fernando Roberto",NA,"4/4/2023 5:01",NA,NA,1946,5,29,167.4,3.7,"$1,839,758,040,766",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1164,2600,"Energy","Michael S. Smith",67,"United States","Miami Beach","Liquefied natural gas","Energy","United States",NA,TRUE,"U","M","5/9/1955 0:00","Smith","Michael S.","Investor","4/4/2023 5:01","Florida","South",1955,5,9,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1905,1500,"Technology","Archie Hwang",70,"Taiwan","Taipei","Semiconductors","Technology","Taiwan",NA,TRUE,"D","M","8/20/1952 0:00","Hwang","Archie",NA,"4/4/2023 5:01",NA,NA,1952,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1725,1700,"Technology","Yusaku Maezawa",47,"Japan","Chiba","Online retail","Technology","Japan",NA,TRUE,"D","M","11/22/1975 0:00","Maezawa","Yusaku",NA,"4/4/2023 5:01",NA,NA,1975,11,22,105.48,0.5,"$5,081,769,542,380",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
1027,2900,"Technology","Martin Lorentzon",54,"Sweden","Stockholm","Spotify","Technology","Sweden",NA,TRUE,"E","M","4/1/1969 0:00","Lorentzon","Martin",NA,"4/4/2023 5:01",NA,NA,1969,4,1,110.51,1.8,"$530,832,908,738",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
1104,2700,"Service","Maggie Hardy",57,"United States","Belle Vernon","Building materials","Service","United States",NA,FALSE,"U","F","12/7/1965 0:00","Hardy Knox","Maggie",NA,"4/4/2023 5:01","Pennsylvania","Northeast",1965,12,7,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1575,1900,"Diversified","Bulent Eczacibasi",73,"Turkey","Istanbul","Pharmaceuticals, diversified","Diversified","Turkey",NA,FALSE,"U","M","12/25/1949 0:00","Eczacibasi","Bulent",NA,"4/4/2023 5:01",NA,NA,1949,12,25,234.44,15.2,"$754,411,708,203",23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
1905,1500,"Manufacturing","Liu Xiucai & family",66,"China","Shanghai","Chemicals","Manufacturing","United States",NA,TRUE,"D","M","3/1/1957 0:00","Liu","Xiucai",NA,"4/4/2023 5:01",NA,NA,1957,3,1,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1905,1500,"Finance & Investments","Egon Durban",49,"United States","Atherton","Private equity","Finance & Investments","United States",NA,TRUE,"E","M","8/23/1973 0:00","Durban","Egon",NA,"4/4/2023 5:01","California","West",1973,8,23,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1312,2300,"Fashion & Retail","Timothy Boyle",73,"United States","Portland","Columbia Sportswear","Fashion & Retail","United States",NA,TRUE,"E","M","9/7/1949 0:00","Boyle","Timothy",NA,"4/4/2023 5:01","Oregon","West",1949,9,7,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
1104,2700,"Manufacturing","Hans Langer",71,"Germany","Gräfelfing","3D printing","Manufacturing","Germany",NA,TRUE,"U","M","1/18/1952 0:00","Langer","Hans",NA,"4/4/2023 5:01",NA,NA,1952,1,18,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2405,1100,"Telecom","Gleb Fetisov",56,"Cyprus","Limassol","Investments","Telecom","Russia",NA,TRUE,"D","M","6/5/1966 0:00","Fetisov","Gleb",NA,"4/4/2023 5:01",NA,NA,1966,6,5,102.51,0.3,"$24,564,647,935",75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859
1905,1500,"Telecom","David Teoh",67,"Australia","Sydney","Telecom","Telecom","Australia",NA,TRUE,"D","M","1/1/1956 0:00","Teoh","David",NA,"4/4/2023 5:01",NA,NA,1956,1,1,119.8,1.6,"$1,392,680,589,329",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
290,7600,"Healthcare","Hasmukh Chudgar & family",89,"India","Ahmedabad","Pharmaceuticals","Healthcare","India",NA,TRUE,"U","M","9/19/1933 0:00","Chudgar","Hasmukh",NA,"4/4/2023 5:01",NA,NA,1933,9,19,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
852,3400,"Food & Beverage","Hans Peter Wild",81,"Switzerland","Zug","Flavorings","Food & Beverage","Switzerland",NA,FALSE,"D","M","6/16/1941 0:00","Wild","Hans Peter",NA,"4/4/2023 5:01",NA,NA,1941,6,16,99.55,0.4,"$703,082,435,360",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
1312,2300,"Finance & Investments","Lirio Parisotto",69,"Brazil","Manaus","Investments","Finance & Investments","Brazil",NA,TRUE,"D","M","12/18/1953 0:00","Parisotto","Lirio",NA,"4/4/2023 5:01",NA,NA,1953,12,18,167.4,3.7,"$1,839,758,040,766",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
1647,1800,"Technology","Adriaan Mol",39,"Netherlands","Amsterdam","Fintech","Technology","Netherlands",NA,TRUE,"N","M","3/14/1984 0:00","Mol","Adriaan",NA,"4/4/2023 5:01",NA,NA,1984,3,14,115.91,2.6,"$909,070,395,161",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266
2405,1100,"Technology","Marina Budiman",61,"Indonesia","Jakarta","Data centers","Technology","Indonesia",NA,TRUE,"D","F","9/5/1961 0:00","Budiman","Marina",NA,"4/4/2023 5:01",NA,NA,1961,9,5,151.18,3,"$1,119,190,780,753",36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
148,11500,"Healthcare","Andreas Struengmann & family",73,"Germany","Tegernsee","Pharmaceuticals","Healthcare","Germany",NA,TRUE,"D","M","2/16/1950 0:00","Struengmann","Andreas",NA,"4/4/2023 5:01",NA,NA,1950,2,16,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2259,1200,"Diversified","Keshub Mahindra",99,"India","Mumbai","Diversified","Diversified","India",NA,FALSE,"R","M","10/9/1923 0:00","Mahindra","Keshub",NA,"4/4/2023 5:01",NA,NA,1923,10,9,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
2405,1100,"Manufacturing","Vonnarat Tangkaravakoon",51,"Thailand","Bangkok","Wire & cables, paints","Manufacturing","Thailand",NA,FALSE,"D","M","9/11/1971 0:00","Tangkaravakoon","Vonnarat",NA,"4/4/2023 5:01",NA,NA,1971,9,11,113.27,0.7,"$543,649,976,166",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
1725,1700,"Real Estate","Jorge Perez",73,"United States","Miami","Real estate","Real Estate","United States",NA,TRUE,"E","M","10/17/1949 0:00","Perez","Jorge",NA,"4/4/2023 5:01","Florida","South",1949,10,17,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
2405,1100,"Energy","Said Gutseriev",34,"United Kingdom","London","Retail, investments","Energy","Russia",NA,FALSE,"R","M","4/18/1988 0:00","Gutseriev","Said",NA,"4/4/2023 5:01",NA,NA,1988,4,18,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
39,32600,"Fashion & Retail","Tadashi Yanai & family",74,"Japan","Tokyo","Fashion retail","Fashion & Retail","Japan",NA,TRUE,"U","M","2/7/1949 0:00","Yanai","Tadashi",NA,"4/4/2023 5:01",NA,NA,1949,2,7,105.48,0.5,"$5,081,769,542,380",63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924
2405,1100,"Manufacturing","Peter-Alexander Wacker",71,"Germany","Starnberg","Chemicals","Manufacturing","Germany",NA,FALSE,"U","M","10/2/1951 0:00","Wacker","Peter-Alexander",NA,"4/4/2023 5:01",NA,NA,1951,10,2,112.85,1.4,"$3,845,630,030,824",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
2405,1100,"Energy","Dmitry Nikolaev",56,"Russia","Kemerovo","Coal","Energy","Russia",NA,TRUE,"N","M","8/17/1966 0:00","Nikolaev","Dmitry",NA,"4/4/2023 5:01",NA,NA,1966,8,17,180.75,4.5,"$1,699,876,578,871",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2540,1000,"Manufacturing","Ma Xiuhui",52,"China","Shanghai","LED lighting","Manufacturing","China",NA,TRUE,"D","F","1/7/1971 0:00","Ma","Xiuhui",NA,"4/4/2023 5:01",NA,NA,1971,1,7,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1725,1700,"Manufacturing","Zhong Ruonong & family",60,"China","Zhuzhou","Electronics","Manufacturing","China",NA,TRUE,"D","F","10/30/1962 0:00","Zhong","Ruonong",NA,"4/4/2023 5:01",NA,NA,1962,10,30,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
1104,2700,"Food & Beverage","Gustav Magnar Witzoe",29,"Norway","Kverva","Fish farming","Food & Beverage","Norway",NA,FALSE,"D","M","4/22/1993 0:00","Witzoe","Gustav Magnar",NA,"4/4/2023 5:01",NA,NA,1993,4,22,120.27,2.2,"$403,336,363,636",82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
1516,2000,"Metals & Mining","John Hancock",47,"United Kingdom","London","Mining","Metals & Mining","Australia",NA,FALSE,"D","M","1/2/1976 0:00","Hancock","John",NA,"4/4/2023 5:01",NA,NA,1976,1,2,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
2259,1200,"Technology","Lee Su-jin",45,"South Korea",NA,"Hospitality","Technology","South Korea",NA,TRUE,"N","M","2/1/1978 0:00","Lee","Su-jin",NA,"4/4/2023 5:01",NA,NA,1978,2,1,115.16,0.4,"$2,029,000,000,000",94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
2405,1100,"Technology","Paul Sciarra",42,"United States","San Francisco","Pinterest","Technology","United States",NA,TRUE,"D","M","2/15/1981 0:00","Sciarra","Paul",NA,"4/4/2023 5:01","California","West",1981,2,15,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
223,8800,"Technology","John Doerr",71,"United States","Woodside","Venture capital","Technology","United States","Kleiner Perkins",TRUE,"D","M","6/29/1951 0:00","Doerr","John","Investor","4/4/2023 5:01","California","West",1951,6,29,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
905,3200,"Construction & Engineering","Ravi Pillai",69,"United Arab Emirates","Dubai","Construction","Construction & Engineering","India",NA,TRUE,"U","M","9/2/1953 0:00","Pillai","Ravi",NA,"4/4/2023 5:01",NA,NA,1953,9,2,114.52,-1.9,"$421,142,267,938",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
1725,1700,"Manufacturing","Kommer Damen",79,"Netherlands","Gorinchem","Shipbuilding","Manufacturing","Netherlands",NA,FALSE,"D","M","3/30/1944 0:00","Damen","Kommer",NA,"4/4/2023 5:01",NA,NA,1944,3,30,115.91,2.6,"$909,070,395,161",85,104.2,81.8,23,41.2,17332850,52.132633,5.291266
1905,1500,"Diversified","Stefan Olsson",74,"United Kingdom","London","Diversified","Diversified","Sweden",NA,FALSE,"U","M","1/1/1949 0:00","Olsson","Stefan",NA,"4/4/2023 5:01",NA,NA,1949,1,1,119.62,1.7,"$2,827,113,184,696",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
1804,1600,"Fashion & Retail","Sergei Katsiev",65,"Russia","Moscow","Retail, wholesale","Fashion & Retail","Russia",NA,TRUE,"R","M","1/11/1958 0:00","Katsiev","Sergei",NA,"4/4/2023 5:01",NA,NA,1958,1,11,180.75,4.5,"$1,699,876,578,871",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
2259,1200,"Food & Beverage","John MacMillan",73,"United States","Plymouth","Cargill","Food & Beverage","United States",NA,FALSE,"D","M","9/20/1949 0:00","MacMillan","John",NA,"4/4/2023 5:01","Minnesota","Midwest",1949,9,20,117.24,7.5,"$21,427,700,000,000",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
425,6000,"Diversified","Sumet Jiaravanon",88,"Thailand","Bangkok","Diversified","Diversified","Thailand",NA,FALSE,"U","M","11/2/1934 0:00","Jiaravanon","Sumet",NA,"4/4/2023 5:01",NA,NA,1934,11,2,113.27,0.7,"$543,649,976,166",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
124,14200,"Diversified","Kumar Birla",55,"India","Mumbai","Commodities","Diversified","India",NA,FALSE,"D","M","6/14/1967 0:00","Birla","Kumar",NA,"4/4/2023 5:01",NA,NA,1967,6,14,180.44,7.7,"$2,611,000,000,000",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
1804,1600,"Manufacturing","Hui Lin Chit",69,"China","Jinjiang","Hygiene products","Manufacturing","China",NA,TRUE,"D","M","6/16/1953 0:00","Hui","Lin Chit",NA,"4/4/2023 5:01",NA,NA,1953,6,16,125.08,2.9,"$19,910,000,000,000",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
2405,1100,"Diversified","Antonio Percassi",69,"Italy","Bergamo","Real estate, diversified","Diversified","Italy",NA,TRUE,"D","M","6/9/1953 0:00","Percassi","Antonio",NA,"4/4/2023 5:01",NA,NA,1953,6,9,110.62,0.6,"$2,001,244,392,042",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
